Location,Size (sqft),Bedrooms,Bathrooms,Year Built,Garage,Balcony,Garden,Flooring_Type,Kitchen,Dining,Lift,Floor,Price
Rajpara,1948,4,2,2002,Yes,1,No,Wood,1,1,Yes,4,7536799
Paba,2953,1,3,2009,No,2,Yes,Cement,1,1,Yes,4,8034008
Paba,2403,3,1,2010,Yes,0,Yes,Wood,2,1,Yes,10,6767208
Rajpara,2851,4,3,1993,Yes,0,Yes,Wood,1,1,No,9,11029567
Paba,2193,4,2,2002,No,2,No,Wood,2,1,No,6,7200217
Paba,1032,5,1,2007,Yes,1,Yes,Cement,1,1,Yes,4,3112773
Shah Makhdum,2247,2,2,2002,No,0,Yes,Marble,1,1,Yes,1,7479161
Shah Makhdum,1751,5,1,2002,Yes,2,No,Wood,1,1,Yes,8,5797743
Rajpara,1421,5,3,2016,Yes,2,No,Wood,1,1,Yes,9,6230673
Boalia,1670,3,3,2015,No,2,No,Cement,2,1,Yes,5,5910072
Paba,1104,2,3,2001,No,1,No,Tile,1,1,Yes,5,3368631
Boalia,714,5,3,1991,No,2,No,Marble,1,1,Yes,10,2399075
Rajpara,2039,5,3,2009,No,2,No,Cement,2,1,Yes,8,8361723
Rajpara,2390,4,1,1999,No,0,No,Tile,1,1,No,8,10052769
Shah Makhdum,1594,3,1,1997,Yes,2,No,Cement,1,1,No,5,4696054
Paba,822,5,2,2020,Yes,1,No,Cement,1,1,No,4,2456197
Motihar,1235,2,1,2004,Yes,2,Yes,Marble,1,1,No,6,4619695
Rajpara,2572,1,2,2007,No,1,No,Marble,2,1,Yes,10,9492911
Paba,1271,1,3,2004,No,2,No,Marble,2,1,Yes,5,3691966
Boalia,1557,3,1,2008,No,2,No,Marble,1,1,Yes,8,5487841
Shah Makhdum,1532,1,1,2013,No,2,No,Tile,2,1,No,9,5049343
Boalia,695,4,3,1991,No,1,No,Wood,2,1,No,1,2329797
Rajpara,2754,4,3,2002,Yes,0,No,Cement,1,1,No,9,10963783
Rajpara,1231,2,3,1998,Yes,1,No,Marble,2,1,No,9,5154521
Boalia,2301,3,2,1991,No,0,No,Wood,1,1,Yes,6,7928264
Rajpara,2549,3,2,2005,No,1,No,Tile,2,1,Yes,10,11094824
Paba,1297,1,1,1991,No,2,No,Marble,2,1,Yes,5,3525795
Rajpara,631,5,3,2005,Yes,2,No,Cement,2,1,Yes,7,2402962
Shah Makhdum,2713,5,1,1997,No,0,No,Wood,1,1,Yes,8,8045049
Paba,1802,5,3,1990,Yes,0,No,Marble,2,1,Yes,9,5450643
Motihar,1378,2,3,2007,Yes,1,Yes,Cement,1,1,Yes,9,4898519
Rajpara,2066,3,3,2015,No,1,No,Wood,1,1,Yes,10,8663713
Rajpara,1515,1,3,1994,Yes,0,Yes,Cement,2,1,Yes,3,6567040
Shah Makhdum,1148,2,3,2010,No,0,No,Tile,1,1,Yes,8,3458473
Shah Makhdum,2848,4,2,2017,Yes,1,No,Marble,2,1,Yes,1,9855015
Boalia,2493,4,1,2015,No,0,No,Marble,1,1,Yes,7,8955426
Boalia,2696,4,3,2021,No,0,No,Cement,1,1,Yes,5,8862613
Boalia,2303,3,2,2010,Yes,0,No,Wood,2,1,No,2,8441834
Shah Makhdum,2910,4,2,1993,No,0,No,Marble,2,1,Yes,2,8550043
Boalia,1756,5,3,2013,Yes,2,No,Cement,2,1,Yes,8,6382188
Boalia,2630,4,3,2022,No,2,No,Tile,2,1,No,5,9870082
Motihar,2433,2,2,1994,Yes,0,Yes,Marble,1,1,No,3,10078181
Boalia,943,4,3,1992,Yes,1,Yes,Cement,1,1,No,1,3006445
Rajpara,1799,5,2,2000,Yes,2,No,Wood,1,1,Yes,7,6565537
Shah Makhdum,2658,4,3,2021,Yes,1,Yes,Marble,2,1,Yes,3,9237770
Paba,2848,1,2,2011,No,1,No,Marble,1,1,Yes,7,9038855
Motihar,1544,5,3,2000,Yes,2,Yes,Tile,2,1,Yes,2,6189036
Shah Makhdum,1525,3,2,2011,Yes,1,No,Cement,1,1,No,4,5116798
Shah Makhdum,2650,4,1,1993,No,1,No,Wood,2,1,Yes,2,8848591
Rajpara,1930,2,3,1992,Yes,0,No,Tile,1,1,Yes,4,7894816
Boalia,2603,4,3,1999,No,0,Yes,Tile,1,1,Yes,5,9680343
Rajpara,2387,2,2,2008,No,0,Yes,Tile,2,1,Yes,8,8658455
Boalia,2846,1,3,2007,No,2,No,Cement,1,1,Yes,2,10439729
Boalia,2539,3,1,2017,No,0,Yes,Cement,2,1,No,10,9033869
Shah Makhdum,2756,5,1,2020,No,1,No,Marble,1,1,No,3,9537892
Boalia,2755,5,2,2006,Yes,1,No,Cement,1,1,No,10,10484046
Motihar,651,3,2,2013,No,1,Yes,Tile,2,1,Yes,5,2345820
Motihar,2759,1,3,1990,No,1,No,Cement,2,1,Yes,9,11091151
Motihar,894,1,2,1994,No,1,No,Wood,1,1,Yes,10,3707703
Shah Makhdum,2712,4,1,2021,No,2,No,Marble,1,1,Yes,5,8273378
Rajpara,1064,1,1,2006,No,1,No,Tile,1,1,No,9,4554843
Paba,2905,4,3,2010,No,2,No,Marble,1,1,Yes,4,8865821
Boalia,2269,2,1,2011,No,1,No,Cement,1,1,No,10,7774720
Paba,1233,3,2,2003,No,2,No,Marble,1,1,Yes,5,3938406
Rajpara,1954,2,3,2005,No,2,Yes,Marble,2,1,Yes,9,8394851
Rajpara,2124,2,3,1994,Yes,1,No,Cement,2,1,Yes,4,8126673
Shah Makhdum,809,2,3,2007,No,1,No,Marble,2,1,Yes,5,2741261
Motihar,2736,2,2,1993,No,1,No,Cement,1,1,No,5,9460384
Motihar,2675,5,3,2017,Yes,1,No,Tile,1,1,Yes,4,9997608
Rajpara,837,1,3,2016,Yes,0,No,Marble,1,1,No,4,3059928
Shah Makhdum,935,3,1,1995,No,0,No,Wood,2,1,No,5,2868631
Shah Makhdum,2710,3,1,2000,Yes,2,No,Wood,2,1,Yes,6,9453112
Boalia,2176,2,3,2010,Yes,2,No,Tile,1,1,No,7,7973552
Motihar,1099,3,2,2006,No,0,No,Cement,1,1,Yes,6,4389686
Rajpara,2164,4,2,2020,Yes,2,No,Cement,2,1,Yes,1,8023222
Paba,1390,3,2,2002,No,1,No,Marble,2,1,No,2,4235624
Motihar,1735,2,2,2012,Yes,2,Yes,Marble,2,1,No,7,6446418
Boalia,2948,3,1,1990,Yes,2,No,Wood,1,1,Yes,3,10801254
Shah Makhdum,828,1,2,1993,No,2,Yes,Wood,1,1,Yes,10,2467882
Rajpara,749,2,2,2019,No,0,Yes,Cement,1,1,Yes,2,2865327
Motihar,2378,5,3,2020,Yes,0,No,Wood,2,1,Yes,6,9756732
Paba,2224,1,2,2005,Yes,2,No,Cement,2,1,Yes,4,6231353
Boalia,932,3,2,1992,No,1,No,Tile,1,1,No,5,3348385
Boalia,773,5,2,2001,Yes,2,No,Tile,1,1,Yes,6,2605478
Motihar,1966,1,2,2001,Yes,0,No,Wood,2,1,Yes,3,6846069
Paba,2708,4,1,2000,Yes,1,No,Marble,1,1,Yes,1,7675039
Boalia,1684,1,3,2005,No,2,Yes,Wood,2,1,Yes,3,6329459
Rajpara,1418,5,1,2018,No,0,No,Wood,2,1,Yes,3,6137727
Boalia,2301,4,3,2010,No,1,No,Wood,1,1,Yes,6,7924375
Paba,2863,3,3,1994,No,2,No,Marble,2,1,No,4,8796683
Shah Makhdum,2212,2,3,2002,No,0,Yes,Wood,1,1,Yes,7,7107418
Shah Makhdum,1223,3,3,2006,No,1,Yes,Marble,2,1,Yes,2,3741162
Motihar,1177,2,1,2001,No,2,No,Wood,2,1,No,4,4333766
Paba,1022,2,3,2006,Yes,1,No,Marble,1,1,Yes,8,3082446
Boalia,1994,5,2,1990,No,1,No,Marble,2,1,Yes,6,7251686
Boalia,1829,4,2,1997,No,1,Yes,Marble,1,1,Yes,10,6209270
Shah Makhdum,1353,4,3,2005,No,0,No,Marble,1,1,Yes,3,4501844
Shah Makhdum,1346,1,2,2004,Yes,2,No,Marble,2,1,Yes,10,4704307
Rajpara,1287,3,2,2008,Yes,1,No,Tile,1,1,Yes,2,4658484
Shah Makhdum,1322,5,3,2014,No,1,No,Cement,1,1,No,3,3945979
Rajpara,2166,3,3,2020,No,1,Yes,Cement,1,1,No,1,9385314
Boalia,1346,1,3,1991,No,0,No,Marble,1,1,Yes,1,4307332
Rajpara,841,1,1,2014,Yes,1,Yes,Cement,1,1,Yes,2,3542323
Rajpara,1307,5,3,2020,No,0,No,Marble,1,1,Yes,3,5357631
Motihar,1034,1,3,1993,No,0,Yes,Wood,2,1,Yes,9,3573765
Shah Makhdum,1380,5,1,1993,No,1,No,Tile,1,1,Yes,8,3975042
Rajpara,1083,1,2,2001,No,1,No,Wood,2,1,Yes,9,4333732
Boalia,2133,4,1,2006,No,0,No,Wood,2,1,Yes,7,6894158
Paba,769,5,2,2010,No,0,No,Marble,1,1,No,7,2478740
Rajpara,1620,4,1,2018,No,1,Yes,Wood,2,1,Yes,5,6455083
Shah Makhdum,1468,4,3,2011,No,0,No,Tile,2,1,No,7,4448104
Motihar,2970,5,1,2005,Yes,0,No,Wood,1,1,No,4,10537072
Boalia,1447,3,3,2004,Yes,1,No,Tile,1,1,Yes,5,5404604
Motihar,2097,2,2,2019,No,1,No,Tile,1,1,No,1,8317208
Paba,1295,1,3,2000,No,2,Yes,Marble,2,1,No,4,4054357
Rajpara,631,1,1,2002,No,1,No,Tile,2,1,Yes,3,2314662
Rajpara,776,3,1,2012,No,1,No,Wood,1,1,Yes,2,3181300
Shah Makhdum,2712,2,2,2009,Yes,1,No,Marble,1,1,Yes,2,9319703
Rajpara,2674,3,3,1991,No,2,No,Tile,2,1,No,8,11264814
Boalia,2102,2,2,1997,No,0,No,Tile,2,1,Yes,1,6795155
Paba,2915,5,3,2007,Yes,1,Yes,Cement,2,1,Yes,8,9530789
Motihar,665,5,3,1996,Yes,1,No,Marble,2,1,Yes,9,2309543
Paba,732,4,2,2020,No,2,No,Cement,1,1,Yes,6,2220992
Rajpara,2528,4,2,2011,Yes,2,Yes,Tile,2,1,Yes,1,11011992
Motihar,1515,5,3,2017,No,2,Yes,Cement,2,1,No,10,6128046
Shah Makhdum,2729,4,2,2014,Yes,0,No,Wood,2,1,Yes,7,9048628
Paba,2516,5,3,1990,No,2,Yes,Wood,2,1,No,5,8085936
Motihar,2454,3,2,2021,No,0,Yes,Tile,1,1,No,9,9648376
Motihar,1951,1,2,2014,No,1,No,Cement,1,1,Yes,7,6753895
Motihar,1184,5,2,2005,No,1,No,Cement,2,1,Yes,5,4365008
Boalia,2974,5,1,2018,No,1,Yes,Marble,2,1,No,2,10257283
Paba,1748,5,2,2013,Yes,2,No,Wood,1,1,No,4,5292640
Motihar,2857,4,1,2006,Yes,1,No,Wood,1,1,Yes,2,10269562
Paba,2348,4,3,1995,No,2,No,Marble,2,1,Yes,9,7580995
Motihar,2780,4,3,2003,No,0,No,Wood,2,1,Yes,2,9990798
Shah Makhdum,2804,4,2,2015,No,1,No,Cement,1,1,No,2,9255611
Shah Makhdum,2492,3,1,2017,Yes,0,Yes,Cement,1,1,No,2,8575043
Shah Makhdum,1573,5,3,2020,Yes,2,No,Wood,1,1,Yes,1,5267977
Rajpara,2042,3,1,2016,Yes,2,Yes,Marble,1,1,No,9,7573390
Motihar,833,4,1,1991,No,1,Yes,Tile,1,1,Yes,8,3451168
Rajpara,2077,3,3,2008,No,1,No,Tile,1,1,No,2,7629928
Paba,2193,5,1,2017,No,2,Yes,Tile,2,1,Yes,2,6184348
Rajpara,1370,5,1,2010,No,1,No,Tile,1,1,Yes,5,5084610
Paba,2948,4,3,2004,Yes,1,No,Cement,1,1,Yes,4,9139242
Paba,905,5,2,1992,Yes,0,No,Tile,1,1,Yes,2,2881923
Paba,601,3,2,1990,Yes,2,Yes,Cement,1,1,Yes,8,1708528
Rajpara,870,2,1,2013,No,0,No,Cement,2,1,Yes,8,3813556
Motihar,1020,5,2,2016,Yes,1,No,Tile,2,1,Yes,4,3596341
Rajpara,1463,3,3,1998,No,0,No,Tile,1,1,Yes,4,5636492
Motihar,2476,3,3,2013,Yes,2,No,Tile,2,1,Yes,9,9390564
Motihar,1609,3,3,2006,No,0,Yes,Wood,2,1,No,4,6491871
Paba,1660,5,1,2017,No,0,Yes,Wood,2,1,No,10,4857036
Rajpara,706,2,3,1993,No,1,No,Marble,2,1,Yes,9,2643205
Motihar,2448,4,1,2018,No,2,Yes,Cement,2,1,Yes,3,9237164
Shah Makhdum,2928,4,1,2017,No,1,No,Tile,2,1,Yes,2,9325554
Motihar,1733,5,3,2018,Yes,1,No,Wood,1,1,No,8,5948203
Shah Makhdum,1148,5,3,2018,No,2,No,Marble,1,1,No,3,3321587
Rajpara,2220,1,1,1994,No,0,No,Cement,1,1,Yes,2,8485086
Rajpara,2437,2,3,2000,Yes,1,No,Cement,1,1,No,8,10218284
Rajpara,2835,3,2,1991,Yes,0,No,Cement,1,1,No,8,11036065
Motihar,2111,3,1,1993,No,2,No,Wood,2,1,No,5,7558467
Boalia,1977,4,1,1999,No,1,No,Tile,1,1,Yes,9,6383895
Motihar,618,5,3,1997,No,0,No,Tile,1,1,Yes,6,2245315
Motihar,1458,2,3,2012,No,0,No,Cement,2,1,Yes,5,5519833
Paba,2016,4,1,2016,Yes,1,No,Cement,2,1,Yes,3,5556151
Paba,1884,2,1,2012,Yes,2,No,Marble,1,1,Yes,7,5103681
Motihar,1009,5,1,2006,No,0,Yes,Marble,2,1,Yes,9,3548404
Shah Makhdum,2026,3,3,1999,Yes,2,Yes,Cement,2,1,Yes,4,6791773
Paba,2293,1,1,1991,No,1,Yes,Marble,2,1,Yes,7,6832648
Motihar,1223,2,2,2006,No,0,Yes,Wood,2,1,Yes,3,4596434
Boalia,1255,3,2,2020,Yes,0,No,Cement,1,1,Yes,2,3970602
Shah Makhdum,1367,2,3,2005,No,0,Yes,Marble,2,1,No,1,4558951
Rajpara,617,2,1,2013,Yes,2,No,Cement,1,1,No,6,2320862
Motihar,2831,2,1,1996,No,0,No,Tile,1,1,Yes,5,9877522
Motihar,2416,5,2,2008,Yes,0,Yes,Wood,2,1,Yes,2,9808827
Shah Makhdum,2380,4,1,2005,No,1,Yes,Cement,2,1,Yes,3,7594078
Paba,607,2,3,2022,Yes,0,No,Tile,2,1,Yes,9,1911661
Paba,1304,5,3,1999,No,2,No,Cement,1,1,No,3,4163842
Paba,1941,1,3,2004,No,1,No,Tile,2,1,Yes,7,6364092
Rajpara,1759,4,1,1992,Yes,1,No,Marble,2,1,Yes,1,7210069
Shah Makhdum,1130,5,1,1991,No,0,No,Tile,2,1,No,7,3303778
Shah Makhdum,2621,1,2,2016,Yes,1,No,Wood,2,1,Yes,9,8483968
Paba,2315,4,2,1994,No,0,Yes,Wood,2,1,Yes,8,6958226
Paba,2843,5,3,2004,Yes,1,No,Marble,1,1,Yes,7,7774292
Boalia,2360,1,1,2022,No,2,Yes,Cement,2,1,Yes,10,7940011
Boalia,1946,5,1,1990,Yes,0,No,Wood,2,1,Yes,8,6691368
Motihar,2396,1,3,2001,No,2,No,Marble,2,1,Yes,4,8487449
Motihar,2285,2,3,1998,Yes,0,No,Wood,1,1,Yes,2,7829915
Shah Makhdum,2402,2,2,2009,No,2,Yes,Marble,2,1,No,9,8081447
Shah Makhdum,643,4,2,2019,Yes,2,No,Wood,1,1,Yes,3,2202304
Rajpara,1088,1,3,2003,No,1,No,Marble,1,1,No,4,4116210
Rajpara,780,2,1,2012,No,0,No,Wood,2,1,Yes,7,2810371
Boalia,1227,4,2,2018,Yes,1,Yes,Cement,2,1,Yes,2,4629416
Motihar,1556,3,3,2016,No,2,No,Tile,2,1,Yes,8,5479935
Boalia,2714,2,1,2016,Yes,0,No,Wood,1,1,Yes,10,9315155
Boalia,2148,2,3,2019,Yes,2,No,Marble,1,1,Yes,8,7316466
Motihar,1715,5,1,1992,No,2,No,Cement,1,1,Yes,5,6079398
Rajpara,2381,3,2,2001,No,2,No,Wood,1,1,No,9,9712214
Motihar,1250,1,1,2020,No,2,Yes,Marble,1,1,Yes,8,5147614
Paba,2476,4,1,2016,Yes,1,Yes,Tile,1,1,Yes,1,7448387
Paba,1867,3,3,2013,Yes,2,No,Marble,2,1,No,9,6130756
Paba,940,1,1,2000,Yes,1,No,Wood,2,1,Yes,5,2645595
Shah Makhdum,2408,2,2,2016,No,2,Yes,Marble,1,1,Yes,9,8242683
Rajpara,2744,4,3,1998,No,0,No,Marble,2,1,No,9,10442364
Rajpara,1954,4,3,2005,No,2,No,Tile,2,1,Yes,10,7426046
Shah Makhdum,1048,3,3,2003,Yes,2,Yes,Wood,1,1,Yes,10,3097178
Boalia,2041,5,3,2019,Yes,0,No,Wood,1,1,Yes,3,7663022
Paba,676,1,3,2013,Yes,0,Yes,Tile,2,1,Yes,8,2119283
Paba,1495,3,3,2002,Yes,2,Yes,Cement,1,1,Yes,7,4342966
Boalia,1148,5,3,2022,Yes,2,No,Marble,1,1,Yes,7,3896991
Motihar,1397,5,2,1998,No,1,No,Marble,2,1,No,10,5674675
Motihar,2052,5,2,2015,No,0,Yes,Marble,1,1,No,2,8464422
Rajpara,2108,4,3,2002,No,0,No,Wood,2,1,Yes,2,8604731
Shah Makhdum,1414,1,1,2010,No,1,Yes,Wood,2,1,Yes,2,4440493
Rajpara,2782,1,3,2018,Yes,2,Yes,Marble,2,1,No,2,10133476
Motihar,2183,3,3,2017,No,2,Yes,Wood,2,1,Yes,4,7675841
Boalia,1245,2,3,2013,Yes,0,Yes,Tile,2,1,Yes,7,4045318
Rajpara,2425,3,1,2002,No,1,Yes,Tile,1,1,Yes,2,9266998
Paba,1319,1,2,2009,No,2,No,Wood,1,1,No,5,3764714
Paba,2122,4,1,1996,Yes,0,No,Marble,1,1,Yes,7,6420596
Boalia,1669,3,1,2004,No,2,Yes,Marble,1,1,No,9,6360341
Motihar,2066,2,1,2014,Yes,2,Yes,Marble,2,1,Yes,8,8418665
Paba,1247,3,1,2002,No,2,Yes,Marble,2,1,Yes,9,3747855
Paba,1391,5,3,1997,No,0,No,Wood,1,1,Yes,7,3770137
Shah Makhdum,1178,2,2,2010,Yes,1,No,Cement,2,1,Yes,3,3444207
Rajpara,2648,5,1,1995,No,1,Yes,Cement,1,1,No,1,11355367
Motihar,2756,4,2,1999,No,2,No,Marble,1,1,No,10,10019600
Rajpara,1059,1,3,2010,No,1,No,Marble,1,1,Yes,7,4081886
Motihar,2913,3,3,2003,Yes,2,Yes,Marble,2,1,No,6,10271910
Paba,1761,3,2,2022,No,0,No,Cement,2,1,No,2,4990441
Shah Makhdum,643,5,3,2014,Yes,0,No,Tile,2,1,Yes,1,1953562
Rajpara,2133,5,2,2008,Yes,0,Yes,Cement,2,1,Yes,10,8381996
Paba,1582,1,1,1998,Yes,2,No,Wood,1,1,Yes,4,4862889
Motihar,2909,3,3,2004,Yes,1,No,Cement,2,1,Yes,4,10729551
Rajpara,1232,1,3,1994,Yes,0,No,Wood,2,1,Yes,6,4878585
Rajpara,2799,5,2,2006,No,2,No,Marble,2,1,Yes,5,10483710
Paba,2860,5,3,2019,Yes,1,No,Wood,1,1,Yes,9,7818764
Rajpara,1857,2,1,1996,Yes,1,No,Marble,1,1,No,8,7202545
Shah Makhdum,1222,5,3,1995,Yes,1,No,Tile,2,1,No,9,3568233
Shah Makhdum,2577,5,3,2004,No,2,No,Marble,2,1,Yes,10,7916082
Paba,960,1,3,1999,No,2,Yes,Marble,2,1,Yes,7,3074456
Motihar,2967,2,2,1995,Yes,2,No,Tile,2,1,Yes,9,10974539
Paba,2869,2,1,2002,Yes,0,No,Marble,1,1,Yes,3,8078980
Shah Makhdum,809,3,1,2003,Yes,2,No,Marble,2,1,Yes,9,2796974
Boalia,1530,4,3,1990,Yes,0,No,Marble,2,1,Yes,2,5504243
Boalia,2206,3,3,2022,Yes,0,No,Cement,2,1,Yes,9,8474958
Rajpara,1088,3,2,2008,No,0,Yes,Wood,1,1,Yes,6,4178138
Rajpara,1200,3,1,1998,Yes,2,No,Marble,1,1,Yes,4,4512354
Boalia,1373,2,3,2001,No,0,No,Cement,2,1,Yes,2,4611300
Shah Makhdum,1477,1,1,1994,Yes,2,No,Marble,2,1,No,10,5021792
Rajpara,2087,5,3,1995,No,2,No,Wood,2,1,No,3,7766192
Paba,1299,2,3,2000,No,0,No,Marble,2,1,Yes,5,3695196
Paba,2557,5,2,1999,No,0,No,Wood,2,1,Yes,9,7980345
Shah Makhdum,855,5,1,2004,Yes,0,No,Cement,1,1,Yes,7,2866233
Rajpara,1773,4,1,2017,Yes,2,Yes,Cement,1,1,Yes,3,7742820
Paba,2774,3,3,1992,No,2,Yes,Marble,1,1,Yes,4,9121164
Rajpara,991,4,3,2005,No,0,No,Tile,2,1,Yes,2,4093647
Rajpara,1592,3,2,2006,No,0,No,Wood,1,1,No,8,6193255
Paba,2921,2,3,2008,No,1,No,Marble,1,1,Yes,6,8680652
Boalia,1444,5,1,1993,No,0,Yes,Cement,1,1,No,3,4992611
Paba,738,4,2,2014,Yes,1,No,Marble,2,1,Yes,5,2164130
Shah Makhdum,702,2,1,2016,No,1,Yes,Wood,2,1,Yes,5,2173726
Motihar,1865,2,2,2001,Yes,2,No,Marble,1,1,Yes,1,6616281
Paba,1740,3,1,2016,Yes,2,No,Wood,2,1,Yes,5,5080270
Rajpara,1837,5,3,1993,No,1,Yes,Cement,1,1,Yes,6,8037580
Rajpara,1083,3,1,2013,Yes,1,Yes,Tile,1,1,Yes,10,4663100
Paba,823,3,1,2006,No,0,Yes,Tile,1,1,Yes,10,2526935
Motihar,1893,2,2,2015,Yes,1,Yes,Cement,1,1,Yes,2,6751446
Paba,2448,3,1,2007,No,0,No,Cement,2,1,Yes,3,7900182
Motihar,2484,1,3,2011,No,2,Yes,Marble,2,1,No,10,9084033
Motihar,2761,5,2,1995,No,0,No,Cement,2,1,Yes,5,10587726
Shah Makhdum,2064,3,2,2008,Yes,2,No,Cement,2,1,Yes,3,7148764
Rajpara,1243,3,1,2000,No,1,No,Wood,1,1,Yes,5,4807615
Rajpara,1855,4,2,2013,No,1,Yes,Marble,2,1,No,5,8033400
Motihar,1057,5,3,2012,No,1,No,Wood,1,1,Yes,8,3803823
Rajpara,2227,5,1,1993,Yes,0,No,Marble,2,1,Yes,10,9671777
Boalia,1210,3,3,2007,No,2,No,Marble,2,1,Yes,9,4115289
Motihar,806,1,1,2019,No,2,No,Tile,2,1,Yes,8,2985985
Rajpara,2143,4,1,2004,No,2,Yes,Tile,1,1,Yes,3,8662876
Boalia,2066,1,2,2012,No,2,Yes,Cement,1,1,No,1,7009769
Shah Makhdum,1516,3,2,2001,No,2,No,Marble,1,1,No,3,4802670
Rajpara,2968,5,2,1993,Yes,0,No,Cement,1,1,Yes,1,11875143
Boalia,2740,5,1,1993,Yes,2,No,Wood,2,1,Yes,9,9572775
Paba,2031,1,2,2003,Yes,1,No,Cement,1,1,Yes,3,6654907
Paba,1781,2,3,1997,No,2,No,Wood,1,1,Yes,8,5109819
Boalia,2746,3,2,2012,No,1,No,Tile,2,1,No,6,9196918
Motihar,2872,5,3,1990,Yes,0,Yes,Tile,2,1,Yes,3,11651188
Motihar,1451,2,2,2000,No,0,No,Wood,1,1,Yes,9,5394711
Rajpara,1040,5,1,2016,No,1,Yes,Wood,2,1,Yes,8,3804900
Paba,1319,5,2,1993,No,2,No,Wood,1,1,No,3,3942164
Motihar,1184,2,3,2018,Yes,0,No,Cement,2,1,Yes,7,4544397
Motihar,2614,1,3,2006,Yes,0,No,Wood,1,1,Yes,5,10167013
Paba,663,3,2,2008,Yes,0,No,Marble,1,1,Yes,2,1883620
Shah Makhdum,1367,2,3,2013,Yes,2,No,Wood,1,1,Yes,8,4788445
Motihar,1159,2,1,2021,Yes,1,No,Tile,1,1,No,1,4612975
Boalia,2333,5,2,2020,Yes,1,No,Wood,1,1,Yes,4,8525011
Rajpara,1269,2,3,2005,No,2,No,Tile,2,1,Yes,4,5454540
Motihar,2142,3,2,2021,Yes,0,No,Tile,1,1,Yes,10,7368173
Motihar,1871,1,2,2005,No,2,No,Cement,1,1,No,5,7270683
Shah Makhdum,1217,1,2,2010,Yes,2,Yes,Wood,1,1,Yes,4,4141956
Boalia,2594,1,2,2002,Yes,1,Yes,Tile,1,1,Yes,1,8233515
Rajpara,1721,3,2,2007,Yes,2,Yes,Marble,1,1,Yes,7,7236661
Motihar,1891,5,1,1991,Yes,2,No,Wood,2,1,Yes,10,7889573
Rajpara,1683,3,2,2022,No,0,No,Wood,2,1,No,2,6857767
Paba,1763,2,1,2007,Yes,0,No,Tile,1,1,No,10,5209339
Motihar,2532,4,2,2017,No,1,No,Cement,2,1,Yes,3,9532327
Motihar,1951,4,3,2001,No,0,No,Cement,1,1,Yes,5,7679926
Paba,1063,4,2,1997,No,2,Yes,Wood,2,1,No,8,3233617
Shah Makhdum,2260,1,2,2014,No,2,Yes,Wood,2,1,Yes,10,7647941
Motihar,2548,3,3,1996,No,2,No,Cement,1,1,Yes,8,9530652
Rajpara,2810,3,1,1991,Yes,1,No,Cement,2,1,Yes,2,11054145
Boalia,659,1,1,2022,No,0,Yes,Marble,2,1,Yes,9,2419963
Rajpara,932,2,1,2022,Yes,2,No,Wood,1,1,Yes,6,3836498
Shah Makhdum,675,4,1,2012,Yes,0,No,Wood,1,1,No,9,2280138
Boalia,2378,4,3,1994,No,0,No,Wood,2,1,No,4,8967472
Rajpara,2964,1,1,2003,No,0,Yes,Cement,2,1,Yes,3,11294987
Rajpara,789,4,1,1997,No,0,No,Tile,2,1,Yes,5,3039250
Paba,2512,5,1,2009,Yes,1,Yes,Marble,1,1,Yes,5,7576620
Shah Makhdum,895,3,1,2007,No,1,No,Cement,2,1,Yes,4,3110563
Paba,776,4,1,2012,Yes,1,No,Cement,2,1,Yes,7,2483830
Boalia,1399,4,2,2018,Yes,2,No,Marble,2,1,Yes,8,4865598
Paba,1405,5,2,1996,Yes,2,No,Wood,1,1,No,5,4276639
Shah Makhdum,2342,2,1,2013,No,2,Yes,Tile,1,1,No,9,7812627
Motihar,814,2,3,2014,Yes,1,Yes,Marble,1,1,Yes,7,3107230
Motihar,2479,5,3,2003,No,0,No,Tile,1,1,Yes,7,8663661
Boalia,1196,2,2,1992,No,1,No,Wood,2,1,Yes,8,4062711
Motihar,2317,1,3,2003,No,2,Yes,Tile,1,1,No,4,8007981
Paba,1955,5,2,1992,No,2,No,Wood,2,1,Yes,10,6064252
Boalia,727,3,1,1998,No,0,Yes,Cement,2,1,Yes,6,2461612
Shah Makhdum,1892,3,1,1996,No,1,Yes,Wood,2,1,Yes,5,6343028
Boalia,2158,3,3,2015,No,0,No,Marble,2,1,No,1,7446820
Boalia,2377,4,3,1996,Yes,1,No,Marble,1,1,No,9,7563404
Rajpara,1218,5,3,1996,No,2,No,Wood,1,1,Yes,2,4754697
Rajpara,2995,5,1,2002,No,0,No,Wood,1,1,No,6,11305992
Boalia,741,2,1,1992,Yes,0,No,Cement,1,1,Yes,8,2445302
Motihar,844,5,3,2009,Yes,1,No,Cement,1,1,Yes,3,3128694
Rajpara,1913,5,3,1998,No,1,No,Wood,2,1,No,5,8384030
Shah Makhdum,2314,2,3,2011,Yes,1,No,Tile,1,1,No,7,8086144
Paba,1735,5,3,2022,No,2,Yes,Cement,1,1,Yes,4,5520895
Rajpara,2861,5,2,2012,Yes,1,No,Marble,1,1,Yes,5,10861425
Boalia,2509,1,3,2012,No,2,No,Cement,1,1,No,1,9245038
Motihar,2847,2,3,2015,Yes,1,No,Cement,2,1,No,4,9769982
Paba,1020,1,2,2021,No,1,Yes,Cement,2,1,No,7,2788485
Rajpara,606,4,2,2017,No,2,Yes,Cement,2,1,Yes,10,2586763
